#	OVR	PLAYER	PTS	AVG	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	STATUS	BYE	SALARY	YEAR(S)
28	28	Ridley, Stevan NEP RB	268.5	17.9	31.4	18.1	7.3	31	27.7	7.6	11.4	24.2	B	23.2	11.9	21.9	18.9	18.3	1.1	14.5	O'Keefe - Trade	9	$1.25 	1
29	29	Luck, Andrew IND QB	263.7	17.58	4	26.1	23.6	B	32	-2	16.8	23	31.1	20.4	10.8	14.6	27.1	5.1	17.6	13.5	O'Keefe - Trade	4	$4.80 	3
30	30	Bryant, Dez DAL WR	263.1	17.54	12	3.7	10.7	19	B	30	3.4	12.5	2.5	16.7	28.5	28.8	26.3	13.2	14.9	40.9	Free Agent	5	$0.60 	1
31	31	Roethlisberger, Ben PIT QB	261.7	21.81	18.1	28.4	46.8	B	16	19.5	18	32	18.4	9.5				25.3	23	6.7	Free Agent	4	$0.60 	1
32	32	Palmer, Carson OAK QB	260.6	17.37	24.2	14.1	27.7	6.6	B	17.2	19.3	14.6	36.8	22.8	17.3	4.4	25.6	18	9.6	2.4	Free Agent	5	$0.60 	1
33	33	Freeman, Josh TBB QB	258.6	17.24	17.2	13.8	1.4	16.6	B	28.5	35.6	26.4	23	23.5	26.4	11.2	14.8	15.2	-5	10	Free Agent	5	$0.60 	1
34	34	Johnson, Andre HOU WR	254.2	16.95	25.4	4.1	14.7	8.1	2.5	14	16.1	B	19.3	7	44.8	27.8	9.6	15	30.1	15.7	Free Agent	8	$0.60 	1
35	35	Bradford, Sam STL QB	253.1	16.87	16.4	34.5	-0.2	4.2	10	27.9	13.8	16.1	B	25.8	10.3	15.5	18.1	11.4	35.3	14	Free Agent (P)	9	$0.60 	1
36	36	Johnson, Chris TEN RB	249.5	16.63	11.3	5.9	7.7	25.7	4.4	18.7	37.4	20.4	21.3	26.5	B	18.6	9.2	12.2	22.4	7.8	Free Agent (P)	11	$0.60 	1
37	37	White, Roddy ATL WR	248.4	16.56	14.2	23.2	10	35.4	10.8	17.7	B	6.8	18.8	16.9	18.8	9.2	3	26.2	3.6	33.8	Free Agent	7	$0.60 	1
38	38	Bush, Reggie MIA RB	248.2	16.55	20.3	40.4	9.7	11.6	19	12	B	7.8	16.6	1.2	8	19	10.9	18.6	16.6	36.5	Free Agent	7	$0.60 	1
39	39	Forte, Matt CHI RB	247.9	17.71	24.7	12.9		8.8	21.1	B	17.4	22.4	26.2	8.6	14.9	5.9	22.8	20	22.3	19.9	Holmes Family Jules - Trade	6	$10.20 	2
40	40	Rivers, Philip SDC QB	244.5	16.3	19.6	32.1	-0.4	22	21.8	4	B	3.6	24.2	33.1	13.2	16.4	5.8	23.3	8	17.8	Free Agent	7	$0.60 	1
41	41	Jackson, Steven STL RB	244.2	16.28	16.6	9.1	7.6	11.8	13.7	15.4	15.6	8.4	B	27.5	13.7	21.2	20.9	19.1	24.2	19.4	Free Agent	9	$0.60 	1
42	42	Fitzpatrick, Ryan BUF QB	243.9	16.26	16.8	22.8	26.4	26.6	2.9	5.9	29.7	B	10.9	24.7	10	9.2	21.5	19.1	5.2	12.2	Free Agent	8	$0.60 	1
43	43	Jackson, Vincent TBB WR	242.9	16.19	8.7	23.3	3.9	20.5	B	21.6	34.1	6	15.9	9.9	22.4	14.1	8.5	24.6	13.1	16.3	Free Agent	5	$0.60 	1
44	44	Green-Ellis, BenJarvus CIN RB	242.7	16.18	22.6	18.2	11.2	14.6	3.9	12.2	13	B	16.5	11.3	23.8	26.1	24.2	16.1	24.1	4.9	Free Agent	8	$0.60 	1
45	45	Thomas, Demaryius DEN WR	242.7	16.18	20.5	19.3	2.4	11.8	22	10.7	B	25.7	12.7	20.5	12.7	17.7	27.4	13.3	3.3	22.7	Free Agent	7	$0.60 	1
46	46	Wayne, Reggie IND WR	242.2	16.15	21.5	16.6	15.8	B	38.7	10.2	11.3	15.6	19.8	16.6	12.7	16.7	8.1	17.1	2.9	18.6	Just Win Baby - Trade (P)	4	$2.40 	1
47	47	Jones, Julio ATL WR	240.1	16.01	27.8	4.2	16.7	4	22.7	9.8	B	23.9	18.9	11	5.3	25.7	8.8	17.1	25.9	18.3	Canavan - Trade (P)	7	$5.25 	1
48	48	Greene, Shonn NYJ RB	239.6	15.97	22.3	5	9.7	6.1	8.1	43.5	22.5	15.6	B	10.8	12	9.8	17.2	19.7	12	25.3	Free Agent (P)	9	$0.60 	1
49	49	Welker, Wes NEP WR	239.6	15.97	3.4	14.5	20.7	16.9	26.9	26.8	11.6	8.3	B	12.4	14	18.1	24.3	8.2	10.1	23.4	Jim's Team - Trade	9	$7.60 	1
50	50	Manning, Eli NYG QB	234.2	15.61	16.2	30.4	24.3	20	28.4	12.4	16.7	2.7	-2.4	1.3	B	27.9	18.1	29.6	-1.6	10.2	Free Agent (P)	11	$0.60 	1
51	51	Cardinals, Arizona ARI Def	229	15.27	16	13	28	19	9	13	15	6	4	B	24	10	23	4	33	12	Free Agent	10	$0.60 	1
52	52	Seahawks, Seattle SEA Def	229	15.27	11	17	14	9	19	9	11	5	14	22	B	6	5	49	23	15	Suburban Thugs	11	$3.20 	1
53	53	Broncos, Denver DEN Def	228	15.2	18	2	10	11	7	39	B	10	10	28	21	12	12	13	20	15	davyhouse - Trade	7	$1.40 	1
54	54	Patriots, New England NEP Def	226	15.07	20	11	3	21	14	10	14	16	B	12	27	34	11	11	7	15	Canavan - Trade	9	$2.00 	1
55	55	Cobb, Randall GBP WR	223.7	14.91	20.7	6.5	3.2	12.1	17.2	15.7	28.5	11.8	22.2	B	21.7	8.8	11.4	15.2	14	14.7	Canavan - Trade	10	$10.60 	2
56	56	Texans, Houston HOU Def	223	14.87	24	14	8	31	16	4	25	B	14	20	5	6	31	4	15	6	Free Agent	8	$0.60 	1
57	57	Decker, Eric DEN WR	221.8	14.79	8.9	8.3	20.1	18.4	10.6	20.3	B	18.8	27.4	3	9.3	9.9	3.7	14.3	25.8	23	Suburban Thugs	7	$5.20 	1
58	58	Chargers, San Diego SDC Def	221	14.73	14	10	6	30	6	18	B	10	31	5	18	10	20	16	5	22	Free Agent	7	$0.60 	1
59	59	McCoy, LeSean PHI RB	220.7	20.06	22.6	19.4	12.9	23.6	22.2	18.1	B	25.4	20.6	16.9	15.2					23.8	Jim's Team - Trade	7	$16.80 	1
60	60	Cruz, Victor NYG WR	219.5	14.63	10.3	32.4	8.7	23.9	26	16.3	24.6	3.8	10.2	5.1	B	12.1	14.4	24.6	3	4.1	Jim's Team - Trade	11	$8.60 	1
61	61	Colston, Marques NOS WR	217.7	14.51	7.6	7.9	6.5	28.8	38.1	B	18.3	10.8	14.1	11.1	10.9	12.1	12.6	6.6	8.5	23.8	O'Keefe - Trade	6	$4.40 	1
62	62	Turner, Michael ATL RB	216.7	14.45	5.9	14.6	19.4	30.2	18	7.6	B	12.7	20.7	4.6	14.6	13.6	16.9	8.8	16.8	12.3	Free Agent	7	$0.60 	1
63	63	Leshoure, Mikel DET RB	215.7	16.59			31.1	8.9	B	15.9	12.7	10	29.2	8.9	20.2	17.3	20.5	8.7	16.7	15.6	Free Agent	5	$0.60 	1
64	64	Bengals, Cincinnati CIN Def	215	14.33	3	6	11	19	13	6	11	B	8	22	15	17	18	10	30	26	Don - Trade	8	$1.60 	1
65	65	Ponder, Christian MIN QB	211.1	14.07	11.9	26.1	31	5.5	24.9	25.4	0.4	13	0.5	30	B	3.4	6.1	2.2	15.7	15	Free Agent	11	$0.60 	1
66	66	Gonzalez, Tony ATL TE	208.4	13.89	15.3	19	22.6	9.1	28.8	7.2	B	5.9	6.6	32.7	6.3	10.2	14.8	12.1	15.9	1.9	Free Agent	7	$0.60 	1
67	67	Bradshaw, Ahmad NYG RB	208.2	16.02	21.2	3.1		13.3	40.4	26.4	18.4	10.2	8.8	8.6	B	22.4	20.9	6.5		8	Free Agent (P)	11	$0.60 	1
68	68	49ers, San Francisco SFO Def	206	13.73	12	9	8	33	16	3	13	16	B	7	23	26	10	11	15	4	Free Agent	9	$0.60 	1
69	69	Rams, St. Louis STL Def	201	13.4	17	9	10	17	21	8	3	0	B	7	6	31	21	17	2	32	Free Agent	9	$0.60 	1
70	70	Crabtree, Michael SFO WR	195.8	13.05	13.1	12.2	8.5	3	21.3	5.1	6.1	23.2	B	17	11.1	5.1	16.1	15.8	28.2	10	Don - Trade	9	$2.40 	2
71	71	Graham, Jimmy NOS TE	195.7	13.98	19	19.1	9.6	14.1	0.9	B		16.3	19.2	32.6	12.9	6.3	9.4	9.6	11.4	15.3	Canavan - Trade	6	$11.00 	2
72	72	Tannehill, Ryan MIA QB	194.2	12.95	-1.6	22.5	0.6	17.8	11	25.9	B	-0.4	17	-0.6	3.7	20.5	9.4	13.3	33.3	21.8	Don - Trade	7	$3.40 	4
73	73	Falcons, Atlanta ATL Def	194	12.93	14	18	22	6	16	22	B	8	7	4	16	4	22	1	20	14	Free Agent	7	$0.60 	1
74	74	Cutler, Jay CHI QB	193.9	13.85	23	-4.3	5.7	24.2	23.3	B	14.4	7.2	29.3	-0.5		16.3	27.8	8.5	8.9	10.1	Free Agent	6	$0.60 	1
75	75	Giants, New York NYG Def	193	12.87	7	9	25	6	10	24	17	30	18	3	B	18	8	17	1	0	Free Agent	11	$0.60 	1
76	76	Jones, James GBP WR	192.8	12.85	17.1	1	10	21.1	19.1	16.8	10.3	12.8	15.6	B	4.8	0	11	4.7	27	21.5	Free Agent (P)	10	$0.60 	1
77	77	Smith, Steve CAR WR	191.9	12.79	16.6	12.9	12.6	5.9	7	B	12.8	17.8	11.6	3.3	10.6	9	22.5	17.9	18.9	12.5	Free Agent	6	$0.60 	1
78	78	Kaepernick, Colin SFO QB	190.2	15.85	2.4			12.4	8.8	4	0.2		B	22.1	25.6	23.6	18.2	24.1	33.8	15	Jim's Team - Trade	9	$5.60 	2
79	79	Packers, Green Bay GBP Def	190	12.67	4	26	7	3	7	17	10	12	13	B	27	1	12	17	13	21	Free Agent	10	$0.60 	1
80	80	Williams, Mike TBB WR	187.5	12.5	8.2	13.9	4.8	15.5	B	19.8	6.6	17.3	16.3	8.4	5.4	6.2	19.8	9.8	9.8	25.7	Free Agent (P)	5	$0.60 	1
81	81	Browns, Cleveland CLE Def	187	12.47	28	10	6	12	6	22	11	12	2	B	12	33	9	16	5	3	Free Agent	10	$0.60 	1
82	82	Witten, Jason DAL TE	186.8	12.45	2.5	9.3	2.3	27.2	B	13.8	8.9	29.7	10.1	9.2	10.1	14.4	15.8	9.7	13.3	10.5	Free Agent	5	$0.60 	1
83	83	Miller, Heath PIT TE	185.1	12.34	14.5	9.9	23	B	7.1	11.7	16.8	13.6	7.8	8.2	4.2	11.3	19.7	10.6	20.2	6.5	Free Agent	4	$0.60 	1
84	84	Sproles, Darren NOS RB	183.7	15.31	14.5	21.8	8.1	16.4	8.2	B	15.4	17.4				11	8.2	24.4	14.8	23.5	Free Agent	6	$0.60 	1
85	85	Johnson, Stevie BUF WR	183.5	12.23	14.5	13.1	17.1	4.3	7.9	13.7	17.6	B	4.9	14.1	13.4	15.1	8.8	11.1	23.5	4.4	Free Agent	8	$0.60 	1
86	86	McFadden, Darren OAK RB	182	16.55	24.3	7.8	23.6	7.9	B	21.7	16.9	24.5	4.6					17.1	22.9	10.7	Holmes Family Jules - Trade	5	$8.80 	1
87	87	Austin, Miles DAL WR	181.3	12.09	15.8	15.8	15.7	15.2	B	5.1	16.2	21.8	12.6	5.2	10.3	0	12.1	8.1	13.9	13.5	Plummer - Trade	5	$2.40 	1
88	88	Moore, Lance NOS WR	181	12.93	23.5	5	16.5	13.2		B	20.6	4	8.1	15.1	18.3	8.6	19.3	3.6	13.2	12	Don - Trade	6	$1.40 	2
89	89	McGahee, Willis DEN RB	180.1	18.01	10.1	32.8	8.1	30.3	16	17.7	B	28.6	13.1	12.2	11.2						Free Agent	7	$0.60 	1
90	90	Lloyd, Brandon NEP WR	179.7	11.98	10.9	11	19.3	13	6.4	14	1.1	15.8	B	8.5	8	4.6	2	25.9	28	11.2	Free Agent	9	$0.60 	1
91	91	Shorts, Cecil JAC WR	179.1	12.79	16.9	0	14.7	1.3	6.3	B	13.4	17.6	8.6	21.5	15.6	19.5	18.7		15.6	9.4	Don - Trade (P)	6	$2.20 	2
92	92	Panthers, Carolina CAR Def	179	11.93	7	14	2	10	25	B	7	20	10	11	17	13	2	9	20	12	O'Keefe - Trade	6	$0.60 	1
93	93	Vikings, Minnesota MIN Def	179	11.93	9	4	20	14	16	4	25	1	3	10	B	9	7	20	19	18	Free Agent	11	$0.60 	1
94	94	Wallace, Mike PIT WR	175.4	11.69	12.2	16.4	24.6	B	3.2	16.9	11.8	11.7	14.6	8.9	1.4	1.4	7.9	28.9	13	2.5	Free Agent	4	$0.60 	1
95	95	Smith, Torrey BAL WR	175.2	11.68	9.2	7.1	29.7	20.9	6.3	9.4	7.1	B	13.1	19.7	1.2	21.4	5.8	3.1	2.4	18.8	Free Agent	8	$0.60 	1
96	96	Gronkowski, Rob NEP TE	174.8	17.48	16.5	19	3.6	16.9	6.5	11.1	24.8	33.6	B	11.1	31.7						Plummer - Trade (Q)	9	$10.60 	1
97	97	Ravens, Baltimore BAL Def	174	11.6	22	16	2	18	20	4	2	B	12	16	19	12	13	6	3	9	Free Agent	8	$0.60 	1
98	98	Mathews, Ryan SDC RB	173.2	14.43			11.6	15	29.3	17.2	B	15.2	11.8	15.5	14.3	15.1	9.9	12.5	5.8		Canavan - Trade	7	$2.60 	1
99	99	Weeden, Brandon CLE QB	172.8	11.52	-13	30.1	10.6	3.6	19.5	19.2	24.8	1.5	0.8	B	16.4	11.8	20.9	9.8	10.7	6.1	Free Agent	10	$0.60 	1
100	100	Smith, Alex SFO QB	172.4	19.16	27.1	23.9	14.9	7.1	40.1	0.9	11.4	34.6	B	12.4							Free Agent	9	$0.60 	1
101	101	Redskins, Washington WAS Def	172	11.47	12	17	14	7	15	20	8	2	5	B	21	11	6	8	11	15	Free Agent	10	$0.60 	1
102	102	Boldin, Anquan BAL WR	171.6	11.44	15.8	1.7	7.8	20.1	11.2	14.8	4.9	B	12.7	7.3	13.4	6.2	18.1	21.8	0	15.8	Just Win Baby - Trade	8	$1.60 	2
103	103	Jets, New York NYJ Def	171	11.4	18	4	16	3	5	23	8	7	B	16	16	6	13	16	12	8	Free Agent	9	$0.60 	1
104	104	Buccaneers, Tampa Bay TBB Def	170	11.33	18	15	18	3	B	21	3	17	11	18	11	9	5	11	1	9	Free Agent	5	$0.60 	1
105	105	Ballard, Vick IND RB	169.2	11.28	1.4	3	2.2	B	3.2	7.3	17.8	18	17	10.8	14.1	9.2	17	18.2	17.6	12.4	Free Agent (P)	4	$0.60 	1
106	106	Murray, DeMarco DAL RB	166.6	18.51	21	14.4	17.1	15.8	B	15							26.3	22.7	22	12.3	Don - Trade	5	$10.20 	1
107	107	Maclin, Jeremy PHI WR	164	11.71	20.1	8.8		1.7	7.4	24	B	7.8	4.3	21.3	0	9.5	6.3	22.4	7.3	23.1	davyhouse - Trade	7	$7.00 	1
108	108	Bell, Joique DET RB	162.9	10.86	6.3	11	12.2	12.6	B	7.5	2.5	10.7	23.5	9.5	1.6	12.2	14.1	17.5	6.6	15.1	Free Agent (P)	5	$0.60 	1
109	109	Vick, Michael PHI QB	162.7	18.08	13.6	27.5	0.2	24.2	17.6	28	B	20.7	20.2	10.7							Free Agent	7	$0.60 	1
110	110	Hartline, Brian MIA WR	160.9	10.73	7	19.1	5.1	39.8	9.4	0	B	7.6	17.7	14.4	4.9	3.2	12.9	5.4	11.7	2.7	Holmes Family Jules - Trade	7	$1.00 	2
111	111	Floyd, Malcom SDC WR	160.4	11.46	16.1	16.9	8.2	3.8	15.3	10.5	B	8.3	13.8	17.3	10.2	16	9.6	8.5	5.9		Free Agent (Q)	7	$0.60 	1
112	112	Dolphins, Miami MIA Def	160	10.67	2	9	13	16	18	12	B	21	5	1	9	8	9	5	11	21	Free Agent	7	$0.60 	1
113	113	Olsen, Greg CAR TE	159.5	10.63	10.1	2.3	15.8	19.9	5.7	B	5.6	4.3	8.8	28.7	5.7	8	11.2	14	9.6	9.8	O'Keefe - Trade	6	$2.00 	2
114	114	Harvin, Percy MIN WR	158.8	17.64	17.4	21.1	17	12.5	30.5	23.3	14.1	20.2	2.7		B						Holmes Family Jules - Trade	11	$3.40 	2
115	115	Rice, Sidney SEA WR	158.6	10.57	13.1	5.3	3.2	7.1	11.2	16.1	4.7	16.5	16.3	18.4	B	7.9	20.9	5	11.1	1.8	Free Agent (P)	11	$0.60 	1
116	116	Saints, New Orleans NOS Def	158	10.53	4	4	13	6	13	B	2	3	25	5	20	13	6	12	27	5	Free Agent	6	$0.60 	1
117	117	Fitzgerald, Larry ARI WR	157	10.47	9.8	0.9	23.4	18.9	15.2	20.8	6.4	9.2	17.4	B	2.1	5.6	3.3	0.7	4.7	18.6	Don - Trade (P)	10	$9.00 	1
118	118	Roberts, Andre ARI WR	156.3	11.16	17.6	6.7	8.5	28.3	7.4	3.8	22.8	11.5	12.1	B	1.2	18.2		5.6	4.7	7.9	Free Agent	10	$0.60 	1
119	119	Hilton, T.Y. IND WR	154.5	11.04		2.5	20.3	B	5.9	5.1	3.7	6.5	20.5	4.4	26.5	17.3	14	7.2	15.8	4.8	davyhouse - Trade	4	$4.00 	2
120	120	Myers, Brandon OAK TE	154.3	10.29	10.5	14.1	9	3.2	B	10.7	8.4	7.4	21.9	9.7	15.5	7.7	29.5	1.2	3	2.5	Free Agent	5	$0.60 	1
121	121	Titans, Tennessee TEN Def	154	10.27	2	7	10	2	7	8	8	11	9	29	B	12	2	20	26	1	Free Agent	11	$0.60 	1
122	122	Woodhead, Danny NEP RB	153.6	10.24	3.2	6.1	14.8	9.3	11.1	12.4	8.3	10.3	B	20.8	0	3.8	7.1	6	27.8	12.6	Free Agent	9	$0.60 	1
123	123	Steelers, Pittsburgh PIT Def	153	10.2	6	12	4	B	15	7	8	9	11	11	10	17	13	2	5	23	Free Agent	4	$0.60 	1
124	124	Blackmon, Justin JAC WR	152.5	10.17	6.9	0	1.2	10.3	6.5	B	1.2	10.2	12.7	5	36.1	17.6	1.4	10.2	14.3	18.9	O'Keefe - Trade (S)	6	$4.40 	2
125	125	Thomas, Pierre NOS RB	152.3	10.15	4.7	21.6	11.3	4.2	10.8	B	12.3	8.5	10.2	3.6	9.3	0.2	13.7	14.6	6.7	20.6	Free Agent	6	$0.60 	1
126	126	Pitta, Dennis BAL TE	150.4	10.03	17.3	12	14	0	4.2	5.8	6.3	B	4.8	16.7	1	14.7	2.9	13.1	28.5	9.1	Free Agent	8	$0.60 	1
127	127	Daniels, Owen HOU TE	148.9	10.64	12.7	9.2	10.6	17.2	17.4	7.1	16.9	B	14.2		9.7	10	7.3	4.4	7.5	4.7	Canavan - Trade	8	$1.00 	1
128	128	Moore, Denarius OAK WR	147.8	10.56		9.7	14	10.1	B	20.4	11.6	19.1	10.1	18	2.1	8.5	5.1	7.8	8.6	2.7	Free Agent	5	$0.60 	1
129	129	Cowboys, Dallas DAL Def	147	9.8	11	6	15	9	B	3	14	10	7	22	9	6	11	12	12	0	Free Agent	5	$0.60 	1
130	130	Gresham, Jermaine CIN TE	146.7	9.78	5.5	6.2	15.9	8.2	10	14.3	3.9	B	16.3	9	11.9	12.6	9	6.8	10.8	6.3	Free Agent (Q)	8	$0.60 	1
131	131	Gordon, Josh CLE WR	145.6	9.71	5.2	1	6.5	2.6	21.2	18.4	13.4	7.1	5.8	B	9.3	10	22.6	15.1	5.7	1.7	Suburban Thugs (P)	10	$2.00 	2
132	132	Brown, Antonio PIT WR	145.3	12.11	12	14.5	16.7	B	15.1	4.5	17.7	6.8	3.4				6.3	12.5	16.6	19.2	Jim's Team - Trade	4	$10.00 	1
133	133	Bills, Buffalo BUF Def	145	9.67	3	19	16	7	3	19	2	B	7	1	20	16	13	9	4	6	Free Agent	8	$0.60 	1
134	134	Avery, Donnie IND WR	144.9	9.66	12.2	19.2	4.8	B	3.7	9.7	7.6	7.7	15.8	9.5	5.4	5.6	24.6	6.1	5.7	7.3	Free Agent	4	$0.60 	1
135	135	Bowe, Dwayne KCC WR	144.6	11.12	8.3	28.7	14.9	22.8	10.5	5	B	9	10.9	8.5	0	6.6	10.4	9			Free Agent	7	$0.60 	1
136	136	Williams, DeAngelo CAR RB	144.6	9.64	2.2	17.7	11.5	14.8	-1.2	B	0.8	6	10.9	5	3.2	4.3	11.7	23.6	25.8	8.3	Free Agent	6	$0.60 	1
137	137	Colts, Indianapolis IND Def	142	9.47	11	11	4	B	9	1	6	8	6	26	0	11	3	18	6	22	Free Agent	4	$0.60 	1
138	138	Nelson, Jordy GBP WR	140.3	12.75	11.9	12.9	2.9	21.8	4.9	36.6	25.2		0	B	7.5	14.6	2				Ryan - Trade	10	$5.40 	2
139	139	Rudolph, Kyle MIN TE	140.3	9.35	10.7	12	19.1	1.8	10.3	18.1	0	3.2	0	17.4	B	16	15.6	0	4.2	11.9	Free Agent	11	$0.60 	1
140	140	Reece, Marcel OAK RB	138.5	9.23	3.7	3.2	5.7	8.9	B	0.6	8.8	0	21	19.5	28.6	19.3	11	2.8	1.1	4.3	Free Agent	5	$0.60 	1
141	141	Tate, Golden SEA WR	138.2	9.87		6.8	20.3	1.7	11.8	6.7	0	7.9	20.3	19.8	B	8.6	19.6	1.6	8.4	4.7	Free Agent	11	$0.60 	1
142	142	Gibson, Brandon STL WR	136.1	9.07	14.1	12.8	2.9	4.8	6.3	15.6	10	7.6	B	7.7	14.4	0	0	21.5	13.1	5.3	Free Agent (P)	9	$0.60 	1
143	143	Rodgers, Jacquizz ATL RB	135.5	9.03	6.9	0.9	17.7	9.5	3.3	4.5	B	13.1	8.9	10.3	10.1	18.9	8.4	11.2	6.6	5.2	Suburban Thugs	7	$1.40 	1
144	144	Jones, Felix DAL RB	134.8	8.99	0	4.8	4	2	B	23.6	13.4	8.5	17.7	21.5	16.8	15.8	4	1.1	1.6	0	Free Agent	5	$0.60 	1
