#	ovr	player	pts	avg	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	status	bye	salary	years	position	team	year
61	61	Colston, Marques	217.7	14.51	7.6	7.9	6.5	28.8	38.1	B	18.3	10.8	14.1	11.1	10.9	12.1	12.6	6.6	8.5	23.8	O'Keefe - Trade	6	4.4	1.0	WR	NOS	2012
62	62	Turner, Michael	216.7	14.45	5.9	14.6	19.4	30.2	18	7.6	B	12.7	20.7	4.6	14.6	13.6	16.9	8.8	16.8	12.3	Free Agent	7	0.6	1.0	RB	ATL	2012
63	63	Leshoure, Mikel	215.7	16.59			31.1	8.9	B	15.9	12.7	10	29.2	8.9	20.2	17.3	20.5	8.7	16.7	15.6	Free Agent	5	0.6	1.0	RB	DET	2012
64	64	Bengals, Cincinnati	215.0	14.33	3.0	6.0	11.0	19	13	6	11	B	8	22	15	17.0	18.0	10.0	30.0	26.0	Don - Trade	8	1.6	1.0	Def	CIN	2012
65	65	Ponder, Christian	211.1	14.07	11.9	26.1	31.0	5.5	24.9	25.4	0.4	13	0.5	30	B	3.4	6.1	2.2	15.7	15.0	Free Agent	11	0.6	1.0	QB	MIN	2012
66	66	Gonzalez, Tony	208.4	13.89	15.3	19.0	22.6	9.1	28.8	7.2	B	5.9	6.6	32.7	6.3	10.2	14.8	12.1	15.9	1.9	Free Agent	7	0.6	1.0	TE	ATL	2012
67	67	Bradshaw, Ahmad	208.2	16.02	21.2	3.1		13.3	40.4	26.4	18.4	10.2	8.8	8.6	B	22.4	20.9	6.5		8.0	Free Agent (P)	11	0.6	1.0	RB	NYG	2012
68	68	49ers, San Francisco	206.0	13.73	12.0	9.0	8.0	33	16	3	13	16	B	7	23	26.0	10.0	11.0	15.0	4.0	Free Agent	9	0.6	1.0	Def	SFO	2012
69	69	Rams, St. Louis	201.0	13.4	17.0	9.0	10.0	17	21	8	3	0	B	7	6	31.0	21.0	17.0	2.0	32.0	Free Agent	9	0.6	1.0	Def	STL	2012
70	70	Crabtree, Michael	195.8	13.05	13.1	12.2	8.5	3	21.3	5.1	6.1	23.2	B	17	11.1	5.1	16.1	15.8	28.2	10.0	Don - Trade	9	2.4	2.0	WR	SFO	2012
71	71	Graham, Jimmy	195.7	13.98	19.0	19.1	9.6	14.1	0.9	B		16.3	19.2	32.6	12.9	6.3	9.4	9.6	11.4	15.3	Canavan - Trade	6	11.0	2.0	TE	NOS	2012
72	72	Tannehill, Ryan	194.2	12.95	-1.6	22.5	0.6	17.8	11	25.9	B	-0.4	17	-0.6	3.7	20.5	9.4	13.3	33.3	21.8	Don - Trade	7	3.4	4.0	QB	MIA	2012
73	73	Falcons, Atlanta	194.0	12.93	14.0	18.0	22.0	6	16	22	B	8	7	4	16	4.0	22.0	1.0	20.0	14.0	Free Agent	7	0.6	1.0	Def	ATL	2012
74	74	Cutler, Jay	193.9	13.85	23.0	-4.3	5.7	24.2	23.3	B	14.4	7.2	29.3	-0.5		16.3	27.8	8.5	8.9	10.1	Free Agent	6	0.6	1.0	QB	CHI	2012
75	75	Giants, New York	193.0	12.87	7.0	9.0	25.0	6	10	24	17	30	18	3	B	18.0	8.0	17.0	1.0	0.0	Free Agent	11	0.6	1.0	Def	NYG	2012
76	76	Jones, James	192.8	12.85	17.1	1.0	10.0	21.1	19.1	16.8	10.3	12.8	15.6	B	4.8	0.0	11.0	4.7	27.0	21.5	Free Agent (P)	10	0.6	1.0	WR	GBP	2012
77	77	Smith, Steve	191.9	12.79	16.6	12.9	12.6	5.9	7	B	12.8	17.8	11.6	3.3	10.6	9.0	22.5	17.9	18.9	12.5	Free Agent	6	0.6	1.0	WR	CAR	2012
78	78	Kaepernick, Colin	190.2	15.85	2.4			12.4	8.8	4	0.2		B	22.1	25.6	23.6	18.2	24.1	33.8	15.0	Jim's Team - Trade	9	5.6	2.0	QB	SFO	2012
79	79	Packers, Green Bay	190.0	12.67	4.0	26.0	7.0	3	7	17	10	12	13	B	27	1.0	12.0	17.0	13.0	21.0	Free Agent	10	0.6	1.0	Def	GBP	2012
80	80	Williams, Mike	187.5	12.5	8.2	13.9	4.8	15.5	B	19.8	6.6	17.3	16.3	8.4	5.4	6.2	19.8	9.8	9.8	25.7	Free Agent (P)	5	0.6	1.0	WR	TBB	2012
81	81	Browns, Cleveland	187.0	12.47	28.0	10.0	6.0	12	6	22	11	12	2	B	12	33.0	9.0	16.0	5.0	3.0	Free Agent	10	0.6	1.0	Def	CLE	2012
82	82	Witten, Jason	186.8	12.45	2.5	9.3	2.3	27.2	B	13.8	8.9	29.7	10.1	9.2	10.1	14.4	15.8	9.7	13.3	10.5	Free Agent	5	0.6	1.0	TE	DAL	2012
83	83	Miller, Heath	185.1	12.34	14.5	9.9	23.0	B	7.1	11.7	16.8	13.6	7.8	8.2	4.2	11.3	19.7	10.6	20.2	6.5	Free Agent	4	0.6	1.0	TE	PIT	2012
84	84	Sproles, Darren	183.7	15.31	14.5	21.8	8.1	16.4	8.2	B	15.4	17.4				11.0	8.2	24.4	14.8	23.5	Free Agent	6	0.6	1.0	RB	NOS	2012
85	85	Johnson, Stevie	183.5	12.23	14.5	13.1	17.1	4.3	7.9	13.7	17.6	B	4.9	14.1	13.4	15.1	8.8	11.1	23.5	4.4	Free Agent	8	0.6	1.0	WR	BUF	2012
86	86	McFadden, Darren	182.0	16.55	24.3	7.8	23.6	7.9	B	21.7	16.9	24.5	4.6					17.1	22.9	10.7	Holmes Family Jules - Trade	5	8.8	1.0	RB	OAK	2012
87	87	Austin, Miles	181.3	12.09	15.8	15.8	15.7	15.2	B	5.1	16.2	21.8	12.6	5.2	10.3	0.0	12.1	8.1	13.9	13.5	Plummer - Trade	5	2.4	1.0	WR	DAL	2012
88	88	Moore, Lance	181.0	12.93	23.5	5.0	16.5	13.2		B	20.6	4	8.1	15.1	18.3	8.6	19.3	3.6	13.2	12.0	Don - Trade	6	1.4	2.0	WR	NOS	2012
89	89	McGahee, Willis	180.1	18.01	10.1	32.8	8.1	30.3	16	17.7	B	28.6	13.1	12.2	11.2						Free Agent	7	0.6	1.0	RB	DEN	2012
90	90	Lloyd, Brandon	179.7	11.98	10.9	11.0	19.3	13	6.4	14	1.1	15.8	B	8.5	8	4.6	2.0	25.9	28.0	11.2	Free Agent	9	0.6	1.0	WR	NEP	2012
91	91	Shorts, Cecil	179.1	12.79	16.9	0.0	14.7	1.3	6.3	B	13.4	17.6	8.6	21.5	15.6	19.5	18.7		15.6	9.4	Don - Trade (P)	6	2.2	2.0	WR	JAC	2012
92	92	Panthers, Carolina	179.0	11.93	7.0	14.0	2.0	10	25	B	7	20	10	11	17	13.0	2.0	9.0	20.0	12.0	O'Keefe - Trade	6	0.6	1.0	Def	CAR	2012
93	93	Vikings, Minnesota	179.0	11.93	9.0	4.0	20.0	14	16	4	25	1	3	10	B	9.0	7.0	20.0	19.0	18.0	Free Agent	11	0.6	1.0	Def	MIN	2012
94	94	Wallace, Mike	175.4	11.69	12.2	16.4	24.6	B	3.2	16.9	11.8	11.7	14.6	8.9	1.4	1.4	7.9	28.9	13.0	2.5	Free Agent	4	0.6	1.0	WR	PIT	2012
95	95	Smith, Torrey	175.2	11.68	9.2	7.1	29.7	20.9	6.3	9.4	7.1	B	13.1	19.7	1.2	21.4	5.8	3.1	2.4	18.8	Free Agent	8	0.6	1.0	WR	BAL	2012
96	96	Gronkowski, Rob	174.8	17.48	16.5	19.0	3.6	16.9	6.5	11.1	24.8	33.6	B	11.1	31.7						Plummer - Trade (Q)	9	10.6	1.0	TE	NEP	2012
97	97	Ravens, Baltimore	174.0	11.6	22.0	16.0	2.0	18	20	4	2	B	12	16	19	12.0	13.0	6.0	3.0	9.0	Free Agent	8	0.6	1.0	Def	BAL	2012
98	98	Mathews, Ryan	173.2	14.43			11.6	15	29.3	17.2	B	15.2	11.8	15.5	14.3	15.1	9.9	12.5	5.8		Canavan - Trade	7	2.6	1.0	RB	SDC	2012
99	99	Weeden, Brandon	172.8	11.52	-13.0	30.1	10.6	3.6	19.5	19.2	24.8	1.5	0.8	B	16.4	11.8	20.9	9.8	10.7	6.1	Free Agent	10	0.6	1.0	QB	CLE	2012
100	100	Smith, Alex	172.4	19.16	27.1	23.9	14.9	7.1	40.1	0.9	11.4	34.6	B	12.4							Free Agent	9	0.6	1.0	QB	SFO	2012
101	101	Redskins, Washington	172.0	11.47	12.0	17.0	14.0	7	15	20	8	2	5	B	21	11.0	6.0	8.0	11.0	15.0	Free Agent	10	0.6	1.0	Def	WAS	2012
102	102	Boldin, Anquan	171.6	11.44	15.8	1.7	7.8	20.1	11.2	14.8	4.9	B	12.7	7.3	13.4	6.2	18.1	21.8	0.0	15.8	Just Win Baby - Trade	8	1.6	2.0	WR	BAL	2012
103	103	Jets, New York	171.0	11.4	18.0	4.0	16.0	3	5	23	8	7	B	16	16	6.0	13.0	16.0	12.0	8.0	Free Agent	9	0.6	1.0	Def	NYJ	2012
104	104	Buccaneers, Tampa Bay	170.0	11.33	18.0	15.0	18.0	3	B	21	3	17	11	18	11	9.0	5.0	11.0	1.0	9.0	Free Agent	5	0.6	1.0	Def	TBB	2012
105	105	Ballard, Vick	169.2	11.28	1.4	3.0	2.2	B	3.2	7.3	17.8	18	17	10.8	14.1	9.2	17.0	18.2	17.6	12.4	Free Agent (P)	4	0.6	1.0	RB	IND	2012
106	106	Murray, DeMarco	166.6	18.51	21.0	14.4	17.1	15.8	B	15							26.3	22.7	22.0	12.3	Don - Trade	5	10.2	1.0	RB	DAL	2012
107	107	Maclin, Jeremy	164.0	11.71	20.1	8.8		1.7	7.4	24	B	7.8	4.3	21.3	0	9.5	6.3	22.4	7.3	23.1	davyhouse - Trade	7	7.0	1.0	WR	PHI	2012
108	108	Bell, Joique	162.9	10.86	6.3	11.0	12.2	12.6	B	7.5	2.5	10.7	23.5	9.5	1.6	12.2	14.1	17.5	6.6	15.1	Free Agent (P)	5	0.6	1.0	RB	DET	2012
109	109	Vick, Michael	162.7	18.08	13.6	27.5	0.2	24.2	17.6	28	B	20.7	20.2	10.7							Free Agent	7	0.6	1.0	QB	PHI	2012
110	110	Hartline, Brian	160.9	10.73	7.0	19.1	5.1	39.8	9.4	0	B	7.6	17.7	14.4	4.9	3.2	12.9	5.4	11.7	2.7	Holmes Family Jules - Trade	7	1.0	2.0	WR	MIA	2012
111	111	Floyd, Malcom	160.4	11.46	16.1	16.9	8.2	3.8	15.3	10.5	B	8.3	13.8	17.3	10.2	16.0	9.6	8.5	5.9		Free Agent (Q)	7	0.6	1.0	WR	SDC	2012
112	112	Dolphins, Miami	160.0	10.67	2.0	9.0	13.0	16	18	12	B	21	5	1	9	8.0	9.0	5.0	11.0	21.0	Free Agent	7	0.6	1.0	Def	MIA	2012
113	113	Olsen, Greg	159.5	10.63	10.1	2.3	15.8	19.9	5.7	B	5.6	4.3	8.8	28.7	5.7	8.0	11.2	14.0	9.6	9.8	O'Keefe - Trade	6	2.0	2.0	TE	CAR	2012
114	114	Harvin, Percy	158.8	17.64	17.4	21.1	17.0	12.5	30.5	23.3	14.1	20.2	2.7		B						Holmes Family Jules - Trade	11	3.4	2.0	WR	MIN	2012
115	115	Rice, Sidney	158.6	10.57	13.1	5.3	3.2	7.1	11.2	16.1	4.7	16.5	16.3	18.4	B	7.9	20.9	5.0	11.1	1.8	Free Agent (P)	11	0.6	1.0	WR	SEA	2012
116	116	Saints, New Orleans	158.0	10.53	4.0	4.0	13.0	6	13	B	2	3	25	5	20	13.0	6.0	12.0	27.0	5.0	Free Agent	6	0.6	1.0	Def	NOS	2012
117	117	Fitzgerald, Larry	157.0	10.47	9.8	0.9	23.4	18.9	15.2	20.8	6.4	9.2	17.4	B	2.1	5.6	3.3	0.7	4.7	18.6	Don - Trade (P)	10	9.0	1.0	WR	ARI	2012
118	118	Roberts, Andre	156.3	11.16	17.6	6.7	8.5	28.3	7.4	3.8	22.8	11.5	12.1	B	1.2	18.2		5.6	4.7	7.9	Free Agent	10	0.6	1.0	WR	ARI	2012
119	119	Hilton, T.Y.	154.5	11.04		2.5	20.3	B	5.9	5.1	3.7	6.5	20.5	4.4	26.5	17.3	14.0	7.2	15.8	4.8	davyhouse - Trade	4	4.0	2.0	WR	IND	2012
120	120	Myers, Brandon	154.3	10.29	10.5	14.1	9.0	3.2	B	10.7	8.4	7.4	21.9	9.7	15.5	7.7	29.5	1.2	3.0	2.5	Free Agent	5	0.6	1.0	TE	OAK	2012
121	121	Titans, Tennessee	154.0	10.27	2.0	7.0	10.0	2	7	8	8	11	9	29	B	12.0	2.0	20.0	26.0	1.0	Free Agent	11	0.6	1.0	Def	TEN	2012
122	122	Woodhead, Danny	153.6	10.24	3.2	6.1	14.8	9.3	11.1	12.4	8.3	10.3	B	20.8	0	3.8	7.1	6.0	27.8	12.6	Free Agent	9	0.6	1.0	RB	NEP	2012
123	123	Steelers, Pittsburgh	153.0	10.2	6.0	12.0	4.0	B	15	7	8	9	11	11	10	17.0	13.0	2.0	5.0	23.0	Free Agent	4	0.6	1.0	Def	PIT	2012
124	124	Blackmon, Justin	152.5	10.17	6.9	0.0	1.2	10.3	6.5	B	1.2	10.2	12.7	5	36.1	17.6	1.4	10.2	14.3	18.9	O'Keefe - Trade (S)	6	4.4	2.0	WR	JAC	2012
125	125	Thomas, Pierre	152.3	10.15	4.7	21.6	11.3	4.2	10.8	B	12.3	8.5	10.2	3.6	9.3	0.2	13.7	14.6	6.7	20.6	Free Agent	6	0.6	1.0	RB	NOS	2012
126	126	Pitta, Dennis	150.4	10.03	17.3	12.0	14.0	0	4.2	5.8	6.3	B	4.8	16.7	1	14.7	2.9	13.1	28.5	9.1	Free Agent	8	0.6	1.0	TE	BAL	2012
127	127	Daniels, Owen	148.9	10.64	12.7	9.2	10.6	17.2	17.4	7.1	16.9	B	14.2		9.7	10.0	7.3	4.4	7.5	4.7	Canavan - Trade	8	1.0	1.0	TE	HOU	2012
128	128	Moore, Denarius	147.8	10.56		9.7	14.0	10.1	B	20.4	11.6	19.1	10.1	18	2.1	8.5	5.1	7.8	8.6	2.7	Free Agent	5	0.6	1.0	WR	OAK	2012
129	129	Cowboys, Dallas	147.0	9.8	11.0	6.0	15.0	9	B	3	14	10	7	22	9	6.0	11.0	12.0	12.0	0.0	Free Agent	5	0.6	1.0	Def	DAL	2012
130	130	Gresham, Jermaine	146.7	9.78	5.5	6.2	15.9	8.2	10	14.3	3.9	B	16.3	9	11.9	12.6	9.0	6.8	10.8	6.3	Free Agent (Q)	8	0.6	1.0	TE	CIN	2012
131	131	Gordon, Josh	145.6	9.71	5.2	1.0	6.5	2.6	21.2	18.4	13.4	7.1	5.8	B	9.3	10.0	22.6	15.1	5.7	1.7	Suburban Thugs (P)	10	2.0	2.0	WR	CLE	2012
